"","power","mean_yfp","mean_fluo"
"1","20",0.288503246244803,1.42528692724715
"2","50",0.32070840714046,2.08854963727191
"3","20",0.272365242600717,1.34783124164765
"4","50",0.305244640079091,1.95752341699591
"5","20",0.26320962327302,1.29028682271875
"6","50",0.276748478015883,1.82424561689043
"7","20",0.263475570254201,1.23755751131614
"8","50",0.263514716758086,1.7127542850602
"9","20",0.274140793022548,1.18999292977706
"10","50",0.232172018291355,1.64161886499159
"11","20",0.212074678187649,1.11994287018589
"12","50",0.193839770666443,1.55042614219125
"13","20",0.200957773411404,1.08980409037374
"14","50",0.184431208323435,1.4798326228856
"15","20",0.211121129945758,1.04336332139086
"16","50",0.162335251523663,1.41108106973572
"17","20",0.166846160760531,0.99773019047557
"18","50",0.154251773910867,1.34164916851218
"19","20",0.163678304379636,0.965862872339035
"20","50",0.137713149238444,1.29365774525453
"21","20",0.162380880543526,0.924971111013016
"22","50",0.134750752273323,1.23404427298977
"23","20",0.153947645833817,0.892362492526171
"24","50",0.135724310650945,1.17019335980583
"25","20",0.140242049271003,0.848572154648496
"26","50",0.114175144239855,1.14134795775546
"27","20",0.135439298219471,0.814013748075901
"28","50",0.114655899149019,1.09135153295202
"29","20",0.146391204501256,0.796078123793915
"30","50",0.121356070777949,1.04217423619938
"31","20",0.142051031413707,0.762858927575714
"32","50",0.126098363965344,1.01304380457895
"33","20",0.134364961892651,0.73716682524985
"34","50",0.0849079321630787,0.990274805535511
"35","20",0.141854670983222,0.715026111742191
"36","50",0.0853340202740092,0.937694501839238
"37","20",0.116001031134993,0.697452436937174
"38","50",0.120358266658559,0.912314997109866
"39","20",0.114823688304675,0.68296373344383
"40","50",0.095851904734786,0.876319015636217
"41","20",0.111678663531123,0.647495852254616
"42","50",0.0976420900261314,0.855323063455952
"43","20",0.110446348685457,0.627980987418277
"44","50",0.0896132800915178,0.843412055226888
"45","20",0.0988576103819987,0.617421590730942
"46","50",0.118335453122094,0.805228754550196
"47","20",0.09307907663326,0.61135379732137
"48","50",0.0953196256132492,0.783911758323987
"49","20",0.0875721944675855,0.579971308084644
"50","50",0.0992842583184924,0.765816017734738
"51","20",0.103699148382029,0.570345429453804
"52","50",0.103183287447402,0.742220957235139
"53","20",0.0730176009738079,0.556553688830565
"54","50",0.0951490437497063,0.715610117432354
"55","20",0.0844162089509275,0.54162970585795
"56","50",0.0835679996455798,0.703085350019641
"57","20",0.0668325249740527,0.530008239039878
"58","50",0.0861133487692542,0.694680193830899
"59","20",0.0821680988298112,0.523548851806465
"60","50",0.0990930224252886,0.663618767613159
"61","20",0.0731945564801616,0.501284287171312
"62","50",0.102620595396709,0.657100341911198
"63","20",0.0826051947698518,0.485923200607141
"64","50",0.0878254337509479,0.633907550450205
"65","20",0.0677750032679876,0.480751883684182
"66","50",0.112775010762148,0.623982720862708
"67","20",0.0816713902058854,0.485524557875396
"68","50",0.113992230075649,0.608064186578078
"69","20",0.0888071326933342,0.467060144128019
"70","50",0.0918085882557367,0.594823965696897
"71","20",0.0930315122378118,0.461479616569487
"72","50",0.0889778264232972,0.575976201121871
"73","20",0.0682103437472109,0.434532586984558
"74","50",0.0990608923362086,0.572193058369162
"75","20",0.0791979396665106,0.429372166136934
"76","50",0.112174413550157,0.554915169188125
"77","20",0.0791527326056505,0.405434122738818
"78","50",0.107549573384757,0.541746242490161
"79","20",0.0820137397723086,0.411909419027575
"80","50",0.101759427560752,0.535614682004176
"81","20",0.0890120115366794,0.39805101372827
"82","50",0.102468623510065,0.525317912386927
"83","20",0.0714570297809623,0.39322174481005
"84","50",0.0830851882320462,0.514018868334624
"85","20",0.0849145515356804,0.378764284457861
"86","50",0.106799904583179,0.506660747168961
"87","20",0.0721565026672254,0.37668884940487
"88","50",0.0758756495137366,0.494787443960149
"89","20",0.072281019030432,0.36369268765813
"90","50",0.0828412629857484,0.485563636103152
"91","20",0.0833350494013229,0.365330682257407
"92","50",0.0927836509019415,0.486957208351485
"93","20",0.0710655081622839,0.361645005646896
"94","50",0.0987500741959294,0.477687397458763
"95","20",0.0778133383758434,0.337256071086633
"96","50",0.0969334072582476,0.465357262827753
"97","20",0.0683919837964005,0.339675763665368
"98","50",0.0788620553185525,0.455966412764587
"99","20",0.0884314174074752,0.329662508310368
"100","50",0.0798660270857897,0.443841072617655
"101","20",0.0880067590259129,0.327533222903067
"102","50",0.0848592761642467,0.455334950737103
"103","20",0.0897306965990123,0.308954006154839
"104","50",0.0878511256878856,0.444347510459445
"105","20",0.0844973347502746,0.312621278753145
"106","50",0.0965295118220904,0.437495000813781
"107","20",0.0869443791645556,0.313436289096039
"108","50",0.0798995122339607,0.439225603326879
"109","20",0.104139495653894,0.299438436772396
"110","50",0.103850827622899,0.43132526460162
"111","20",0.0813928406655125,0.296994116546832
"112","50",0.0846002435134039,0.420327280217253
"113","20",0.102591527778253,0.286324798950672
"114","50",0.0850018769603889,0.417753408685207
"115","20",0.0904806231113086,0.289328133486681
"116","50",0.0880101571822913,0.420409714271311
"117","20",0.0789251114534916,0.284963596258775
"118","50",0.0770202892901927,0.408433975533319
"119","20",0.0959266116086499,0.26925443004738
"120","50",0.0889506577077967,0.413480766247966
"121","20",0.0989882336841128,0.27760468854329
"122","50",0.0835169837288801,0.404072406064283
"123","20",0.0810472667615741,0.271128873913732
"124","50",0.077352454991897,0.409485696881486
"125","20",0.101454255765257,0.272617222563896
"126","50",0.0761053407068918,0.411201995701739
"127","20",0.0639264823489428,0.264346582734548
"128","50",0.0868557183603337,0.396226523754194
"129","20",0.0714674859727989,0.24343625929294
"130","50",0.093480893232989,0.397851206574041
"131","20",0.0772536428082715,0.264865067982125
"132","50",0.0751995107641605,0.398269269188207
"133","20",0.0711403824554406,0.249591295429125
"134","50",0.108276816938004,0.389823617139815
"135","20",0.0744491815140211,0.258272320450621
"136","50",0.0808557777431917,0.390789806898052
"137","20",0.0820274559115269,0.247956552627408
"138","50",0.095247519834756,0.382853885156791
"139","20",0.0757550184786693,0.248610490146399
"140","50",0.0875901898749902,0.375913232077438
"141","20",0.059881888797909,0.251470591180278
"142","50",0.0832396476771011,0.378658549020644
"143","20",0.0505631657402406,0.224267764250752
"144","50",0.0742121386006145,0.376478679761936
"145","20",0.0584977102123066,0.230899319885405
"146","50",0.0835836001845836,0.370368969397604
"147","20",0.0767569122256607,0.229842348795471
"148","50",0.0719418404247528,0.366241642024075
"149","20",0.0715007684005019,0.21701224639076
"150","50",0.0749003352649775,0.367022216553719
"151","20",0.0306155233539833,0.222213231475375
"152","50",0.0841089023355387,0.362121095548095
"153","20",0.0741730621873909,0.213213325526856
"154","50",0.070294997658897,0.369222748142291
"155","20",0.0563654672427359,0.224045416483519
"156","50",0.0823781447376513,0.364576861290099
"157","20",0.0793935768917779,0.213178181977262
"158","50",0.0900115645410457,0.356518206314426
"159","20",0.0673021208668439,0.214162133584087
"160","50",0.0808503983831709,0.349243792801331
"161","20",0.0569856806048731,0.206502990606343
"162","50",0.0723548260740358,0.353323679144489
"163","20",0.0584622116989813,0.211752620625722
"164","50",0.0615137601034851,0.352959981707014
"165","20",0.0897430212918295,0.199445850921791
"166","50",0.0754937308533487,0.348322628590374
"167","20",0.0726863525876871,0.196773915697985
"168","50",0.0850580666378648,0.338033357688431
"169","20",0.0509408003764498,0.194651432420769
"170","50",0.092811617654224,0.34074270684134
"171","20",0.0688733418045283,0.191467412303744
"172","50",0.0790603957499147,0.337342355051796
"173","20",0.0619019726858592,0.195936245131025
"174","50",0.0834444324065436,0.326002875385408
"175","20",0.0443579099982853,0.188480670876033
"176","50",0.0972909988672285,0.334615330364235
"177","20",0.0390192912878394,0.174804385473005
"178","50",0.0886044861660064,0.331563224607175
"179","20",0.0651426524797639,0.185347020620348
"180","50",0.0642785171900441,0.336309538933007
"181","20",0.0388845786335663,0.179667863342176
"182","50",0.0783604143800443,0.33083036745043
"183","20",0.0311163677236472,0.182064752746316
"184","50",0.0823445429134034,0.321893637496243
"185","20",0.0440975618576189,0.175914513387661
"186","50",0.0957354344590856,0.318295546385808
"187","20",0.0239440514566473,0.174858529182169
"188","50",0.0963141439607474,0.325775430994521
"189","20",0.0541036396342722,0.167970435156748
"190","50",0.0791529680613215,0.320225071692309
"191","20",0.0383896030872061,0.172893831684499
"192","50",0.0810771846312641,0.323982560194656
"193","20",0.0174055522185319,0.178743255488042
"194","50",0.0873110017446394,0.320264412762071
