cell,power,stimul,frame,time,mask,int,delta,rel
cell8_02_22_01,50,20,1,-19.0,cell,498.688,0.006011806549784532,498.688
cell8_02_22_01,50,20,1,-19.0,up,484.763,0.021686357970752433,0.9720767293377823
cell8_02_22_01,50,20,1,-19.0,down,492.574,0.0055715606249162825,0.987739829312115
cell8_02_22_01,50,20,2,-18.0,cell,495.67,-7.6456316310545e-05,495.67
cell8_02_22_01,50,20,2,-18.0,up,477.306,0.005969986937097029,0.9629511570197913
cell8_02_22_01,50,20,2,-18.0,down,490.548,0.0014355567314381639,0.9896665119938669
cell8_02_22_01,50,20,3,-17.0,cell,492.722,-0.006023506988692477,492.722
cell8_02_22_01,50,20,3,-17.0,up,469.094,-0.01133762187722215,0.952045981303859
cell8_02_22_01,50,20,3,-17.0,down,487.021,-0.005764683017968152,0.988429580980756
cell8_02_22_01,50,20,4,-16.0,cell,496.518,0.0016342285446730226,496.518
cell8_02_22_01,50,20,4,-16.0,up,476.184,0.0036052600630510716,0.9590468019286311
cell8_02_22_01,50,20,4,-16.0,down,492.023,0.0044467145512211296,0.9909469545917773
cell8_02_22_01,50,20,5,-15.0,cell,495.748,8.08944138270512e-05,495.748
cell8_02_22_01,50,20,5,-15.0,up,468.861,-0.01182869260953297,0.9457647837207613
cell8_02_22_01,50,20,5,-15.0,down,492.09,0.004583492567441676,0.9926212511195204
cell8_02_22_01,50,20,6,-14.0,cell,498.301,0.005231104850255434,498.301
cell8_02_22_01,50,20,6,-14.0,up,479.302,0.010176755957236067,0.9618724425598183
cell8_02_22_01,50,20,6,-14.0,down,492.719,0.005867572749572871,0.9887979353844363
cell8_02_22_01,50,20,7,-13.0,cell,495.501,-0.0004173828982755279,495.501
cell8_02_22_01,50,20,7,-13.0,up,468.58,-0.012420928127899238,0.9456691308392919
cell8_02_22_01,50,20,7,-13.0,down,488.567,-0.002608581330249935,0.9860060827324264
cell8_02_22_01,50,20,8,-12.0,cell,493.671,-0.004109073105351074,493.671
cell8_02_22_01,50,20,8,-12.0,up,473.265,-0.002546823488945815,0.9586647787696664
cell8_02_22_01,50,20,8,-12.0,down,486.995,-0.005817761054113499,0.9864768236335535
cell8_02_22_01,50,20,9,-11.0,cell,497.124,0.0028567226788194654,497.124
cell8_02_22_01,50,20,9,-11.0,up,474.469,-9.273438721697644e-06,0.9544278691030809
cell8_02_22_01,50,20,9,-11.0,down,491.96,0.004318102386715055,0.9896122496600445
cell8_02_22_01,50,20,10,-10.0,cell,493.136,-0.005188337728731028,493.136
cell8_02_22_01,50,20,10,-10.0,up,472.91,-0.003295021385814136,0.9589849453294832
cell8_02_22_01,50,20,10,-10.0,down,483.951,-0.012031974208973941,0.9813743064793485
cell8_02_22_01,50,20,11,-9.0,cell,492.185,-0.007106806246178545,492.185
cell8_02_22_01,50,20,11,-9.0,up,476.98,0.005282909431803867,0.9691071446712111
cell8_02_22_01,50,20,11,-9.0,down,484.244,-0.011433825570874677,0.9838658228105286
cell8_02_22_01,50,20,12,-8.0,cell,498.328,0.00528557241068767,498.328
cell8_02_22_01,50,20,12,-8.0,up,483.376,0.018763117173691946,0.9699956655054502
cell8_02_22_01,50,20,12,-8.0,down,490.588,0.0015172152485848612,0.9844680611966417
cell8_02_22_01,50,20,13,-7.0,cell,498.607,0.0058484038684878245,498.607
cell8_02_22_01,50,20,13,-7.0,up,489.11,0.03084809390789883,0.9809529348765661
cell8_02_22_01,50,20,13,-7.0,down,491.462,0.0033014538482392143,0.9856700768340596
cell8_02_22_01,50,20,14,-6.0,cell,495.107,-0.0012122058171758492,495.107
cell8_02_22_01,50,20,14,-6.0,up,478.212,0.007879472273893583,0.9658760631540252
cell8_02_22_01,50,20,14,-6.0,down,487.76,-0.004256041913683742,0.9851607834266127
cell8_02_22_01,50,20,15,-5.0,cell,497.853,0.0043273468104905255,497.853
cell8_02_22_01,50,20,15,-5.0,up,482.78,0.017506987746836816,0.9697239948338163
cell8_02_22_01,50,20,15,-5.0,down,490.538,0.0014151421021515187,0.985306907862361
cell8_02_22_01,50,20,16,-4.0,cell,494.288,-0.002864388483621183,494.288
cell8_02_22_01,50,20,16,-4.0,up,445.853,-0.06032034672544333,0.9020105687372544
cell8_02_22_01,50,20,16,-4.0,down,495.742,0.012038915182931405,1.0029416048943127
cell8_02_22_01,50,20,17,-3.0,cell,494.22,-0.0030015660432283296,494.22
cell8_02_22_01,50,20,17,-3.0,up,460.996,-0.028404964324659696,0.9327748775848811
cell8_02_22_01,50,20,17,-3.0,down,494.906,0.010332252174566282,1.0013880458095585
cell8_02_22_01,50,20,18,-2.0,cell,495.618,-0.00018135680306901892,495.618
cell8_02_22_01,50,20,18,-2.0,up,446.024,-0.05995994717512082,0.8999350306082508
cell8_02_22_01,50,20,18,-2.0,down,496.393,0.013367907549493128,1.001563704304525
cell8_02_22_01,50,20,19,-1.0,cell,493.707,-0.004036449691441388,493.707
cell8_02_22_01,50,20,19,-1.0,up,446.024,-0.05995994717512082,0.9034184242880899
cell8_02_22_01,50,20,19,-1.0,down,491.551,0.00348314404889052,0.9956330374088275
cell8_02_22_01,50,20,20,0.0,cell,469.032,-0.05381374797537031,469.032
cell8_02_22_01,50,20,20,0.0,up,481.959,0.01577664838534686,1.0275610192907947
cell8_02_22_01,50,20,20,0.0,down,442.459,-0.09673635404519966,0.9433450169711235
cell8_02_22_01,50,20,21,1.0,cell,459.18,-0.07368835558198697,459.18
cell8_02_22_01,50,20,21,1.0,up,512.6,0.08035561108378268,1.1163378195914457
cell8_02_22_01,50,20,21,1.0,down,425.551,-0.13125340924309092,0.9267629252145128
cell8_02_22_01,50,20,22,2.0,cell,456.117,-0.07986739771546919,456.117
cell8_02_22_01,50,20,22,2.0,up,494.629,0.04247993670456563,1.0844344762418414
cell8_02_22_01,50,20,22,2.0,down,425.214,-0.13194138225005148,0.9322476469853129
cell8_02_22_01,50,20,23,3.0,cell,453.956,-0.08422681986710324,453.956
cell8_02_22_01,50,20,23,3.0,up,495.878,0.04511232874171665,1.0923481570901143
cell8_02_22_01,50,20,23,3.0,down,420.945,-0.1406563874925283,0.9272814986474459
cell8_02_22_01,50,20,24,4.0,cell,456.078,-0.0799460730805381,456.078
cell8_02_22_01,50,20,24,4.0,up,501.645,0.05726685626633656,1.0999105416178812
cell8_02_22_01,50,20,24,4.0,down,423.078,-0.13630194706568294,0.927643955639167
cell8_02_22_01,50,20,25,5.0,cell,457.299,-0.077482928958768,457.299
cell8_02_22_01,50,20,25,5.0,up,505.053,0.06444955607627326,1.1044262069236976
cell8_02_22_01,50,20,25,5.0,down,426.653,-0.12900371709570052,0.9329847648912419
cell8_02_22_01,50,20,26,6.0,cell,456.315,-0.07946796893896597,456.315
cell8_02_22_01,50,20,26,6.0,up,476.004,0.0032258921153431354,1.043147825515269
cell8_02_22_01,50,20,26,6.0,down,429.485,-0.12322229408171732,0.9412028971215061
cell8_02_22_01,50,20,27,7.0,cell,456.459,-0.07917747528332722,456.459
cell8_02_22_01,50,20,27,7.0,up,482.686,0.017308873374144915,1.0574575153518717
cell8_02_22_01,50,20,27,7.0,down,426.497,-0.12932218531257247,0.9343599315601182
cell8_02_22_01,50,20,28,8.0,cell,458.301,-0.07546157727161512,458.301
cell8_02_22_01,50,20,28,8.0,up,477.808,0.007028001991260254,1.0425637299504038
cell8_02_22_01,50,20,28,8.0,down,431.596,-0.1189127658393026,0.9417304348015824
cell8_02_22_01,50,20,29,9.0,cell,458.75,-0.0745558019147971,458.75
cell8_02_22_01,50,20,29,9.0,up,482.167,0.016215029124920392,1.0510452316076293
cell8_02_22_01,50,20,29,9.0,down,430.49,-0.12117062383840761,0.9383978201634877
cell8_02_22_01,50,20,30,10.0,cell,458.178,-0.07570970726913985,458.178
cell8_02_22_01,50,20,30,10.0,up,470.935,-0.007457530812053885,1.0278428907542483
cell8_02_22_01,50,20,30,10.0,down,433.191,-0.11565663246807978,0.9454644264892683
cell8_02_22_01,50,20,31,11.0,cell,459.29,-0.0734664507061518,459.29
cell8_02_22_01,50,20,31,11.0,up,483.976,0.020027676999385065,1.053748176533345
cell8_02_22_01,50,20,31,11.0,down,430.907,-0.12031933379715379,0.9382024429009993
cell8_02_22_01,50,20,32,12.0,cell,459.07,-0.07391026045782215,459.07
cell8_02_22_01,50,20,32,12.0,up,469.657,-0.010151043240780174,1.0230618424205458
cell8_02_22_01,50,20,32,12.0,down,432.901,-0.11624865671739296,0.9429956215827652
cell8_02_22_01,50,20,33,13.0,cell,458.91,-0.07423303118630957,458.91
cell8_02_22_01,50,20,33,13.0,up,479.041,0.00962667243305953,1.0438669891699897
cell8_02_22_01,50,20,33,13.0,down,432.71,-0.1166385761367683,0.9429081955067441
cell8_02_22_01,50,20,34,14.0,cell,459.113,-0.07382351582454112,459.113
cell8_02_22_01,50,20,34,14.0,up,490.224,0.03319595998426892,1.067763273965233
cell8_02_22_01,50,20,34,14.0,down,431.379,-0.11935576329482317,0.9395922136815992
cell8_02_22_01,50,20,35,15.0,cell,459.993,-0.07204827681785998,459.993
cell8_02_22_01,50,20,35,15.0,up,475.143,0.0014112487654734758,1.032935283797797
cell8_02_22_01,50,20,35,15.0,down,432.358,-0.11735717108765881,0.939922998828243
cell8_02_22_01,50,20,36,16.0,cell,460.196,-0.07163876145609142,460.196
cell8_02_22_01,50,20,36,16.0,up,480.008,0.011664721352134835,1.0430512216533823
cell8_02_22_01,50,20,36,16.0,down,433.509,-0.11500744725676378,0.9420094916079236
cell8_02_22_01,50,20,37,17.0,cell,460.491,-0.07104365292544271,460.491
cell8_02_22_01,50,20,37,17.0,up,485.31,0.022839215011842672,1.0538968188303355
cell8_02_22_01,50,20,37,17.0,down,432.397,-0.11727755403344085,0.938991207211433
cell8_02_22_01,50,20,38,18.0,cell,460.297,-0.07143501243373371,460.297
cell8_02_22_01,50,20,38,18.0,up,479.355,0.01028845874183895,1.0414037023921512
cell8_02_22_01,50,20,38,18.0,down,432.88,-0.11629152743889498,0.9404362835299817
cell8_02_22_01,50,20,39,19.0,cell,458.647,-0.07476358557126093,458.647
cell8_02_22_01,50,20,39,19.0,up,476.873,0.005057396262888543,1.0397386225136107
cell8_02_22_01,50,20,39,19.0,down,431.514,-0.11908016579945323,0.9408412133950511
cell8_02_22_01,50,20,40,20.0,cell,454.847,-0.08242939037283865,454.847
cell8_02_22_01,50,20,40,20.0,up,455.649,-0.03967429997129443,1.0017632302730368
cell8_02_22_01,50,20,40,20.0,down,429.043,-0.12412462069618788,0.9432688354545595
cell8_02_22_01,50,20,41,21.0,cell,462.761,-0.06646434321502648,462.761
cell8_02_22_01,50,20,41,21.0,up,487.943,0.02838852504692574,1.0544168588104874
cell8_02_22_01,50,20,41,21.0,down,434.175,-0.11364783294627198,0.9382272922739816
cell8_02_22_01,50,20,42,22.0,cell,461.275,-0.06946207635585407,461.275
cell8_02_22_01,50,20,42,22.0,up,483.061,0.018099223265203086,1.0472299604357487
cell8_02_22_01,50,20,42,22.0,down,434.03,-0.11394384507092868,0.9409354506530812
cell8_02_22_01,50,20,43,23.0,cell,461.492,-0.06902431855534283,461.492
cell8_02_22_01,50,20,43,23.0,up,486.445,0.025231340682112052,1.054070276407825
cell8_02_22_01,50,20,43,23.0,down,433.441,-0.11514626673591317,0.9392167144825911
cell8_02_22_01,50,20,44,24.0,cell,461.039,-0.06993816318037308,461.039
cell8_02_22_01,50,20,44,24.0,up,474.939,0.0009812984247379343,1.0301492932268204
cell8_02_22_01,50,20,44,24.0,down,436.425,-0.1090545413567726,0.9466118918356148
cell8_02_22_01,50,20,45,25.0,cell,459.11,-0.07382956777570024,459.11
cell8_02_22_01,50,20,45,25.0,up,482.2,0.016284579915333545,1.050292958114613
cell8_02_22_01,50,20,45,25.0,down,432.212,-0.11765522467524414,0.9414127333318812
cell8_02_22_01,50,20,46,26.0,cell,458.645,-0.07476762020536705,458.645
cell8_02_22_01,50,20,46,26.0,up,470.327,-0.008738951435422875,1.0254706799376425
cell8_02_22_01,50,20,46,26.0,down,435.748,-0.11043661175947979,0.9500768568282659
cell8_02_22_01,50,20,47,27.0,cell,461.727,-0.06855024904787693,461.727
cell8_02_22_01,50,20,47,27.0,up,484.184,0.02046605773895872,1.0486369651330767
cell8_02_22_01,50,20,47,27.0,down,435.792,-0.11034678739061851,0.94383044526311
cell8_02_22_01,50,20,48,28.0,cell,459.847,-0.07234280510760484,459.847
cell8_02_22_01,50,20,48,28.0,up,482.731,0.01740371536107193,1.0497643781518635
cell8_02_22_01,50,20,48,28.0,down,432.553,-0.11695908581656889,0.9406454755603495
cell8_02_22_01,50,20,49,29.0,cell,462.151,-0.06769490661738503,462.151
cell8_02_22_01,50,20,49,29.0,up,479.837,0.011304321801812324,1.0382688774880937
cell8_02_22_01,50,20,49,29.0,down,437.089,-0.10769900997213816,0.945770970959708
cell8_02_22_01,50,20,50,30.0,cell,458.909,-0.07423504850336268,458.909
cell8_02_22_01,50,20,50,30.0,up,488.906,0.03041814356716317,1.0653659004290612
cell8_02_22_01,50,20,50,30.0,down,432.158,-0.11776546367339207,0.9417073973271389
cell8_02_22_01,50,20,51,31.0,cell,459.674,-0.07269180095778194,459.674
cell8_02_22_01,50,20,51,31.0,up,470.412,-0.008559805460116398,1.0233600334149855
cell8_02_22_01,50,20,51,31.0,down,435.336,-0.1112776944860903,0.9470537815930421
cell8_02_22_01,50,20,52,32.0,cell,460.764,-0.0704929253699609,460.764
cell8_02_22_01,50,20,52,32.0,up,475.551,0.0022711494469447985,1.0320923509649191
cell8_02_22_01,50,20,52,32.0,down,434.414,-0.11315992330632076,0.9428123724943789
cell8_02_22_01,50,20,53,33.0,cell,457.346,-0.07738811505727475,457.346
cell8_02_22_01,50,20,53,33.0,up,478.347,0.008163998234674506,1.0459192821190084
cell8_02_22_01,50,20,53,33.0,down,430.771,-0.12059697275545235,0.9418930087942171
cell8_02_22_01,50,20,54,34.0,cell,458.543,-0.07497338654477777,458.543
cell8_02_22_01,50,20,54,34.0,up,479.127,0.009807926008075564,1.0448900103152812
cell8_02_22_01,50,20,54,34.0,down,432.232,-0.11761439541667074,0.9426204303631285
cell8_02_22_01,50,20,55,35.0,cell,459.768,-0.07250217315479555,459.768
cell8_02_22_01,50,20,55,35.0,up,479.404,0.010391731127603838,1.0427084964590838
cell8_02_22_01,50,20,55,35.0,down,435.938,-0.11004873380303319,0.9481695115797533
cell8_02_22_01,50,20,56,36.0,cell,462.591,-0.06680728711404446,462.591
cell8_02_22_01,50,20,56,36.0,up,476.845,0.004998383471022944,1.0308133967154571
cell8_02_22_01,50,20,56,36.0,down,436.161,-0.10959348756994056,0.9428652956931717
cell8_02_22_01,50,20,57,37.0,cell,459.965,-0.07210476169534533,459.965
cell8_02_22_01,50,20,57,37.0,up,482.633,0.01719717058954203,1.049282010587762
cell8_02_22_01,50,20,57,37.0,down,433.263,-0.11550964713721579,0.9419477568945464
cell8_02_22_01,50,20,58,38.0,cell,461.512,-0.06898397221428193,461.512
cell8_02_22_01,50,20,58,38.0,up,478.604,0.008705651360013049,1.0370347899946264
cell8_02_22_01,50,20,58,38.0,down,435.897,-0.1101324337831085,0.9444976511986687
cell8_02_22_01,50,20,59,39.0,cell,456.851,-0.0783866869985329,456.851
cell8_02_22_01,50,20,59,39.0,up,472.098,-0.005006392349918787,1.0333741197896031
cell8_02_22_01,50,20,59,39.0,down,432.053,-0.11797981728090208,0.9457197204340145
cell8_02_22_01,50,20,60,40.0,cell,458.771,-0.07451343825668308,458.771
cell8_02_22_01,50,20,60,40.0,up,468.42,-0.012758144081417323,1.0210322797212552
cell8_02_22_01,50,20,60,40.0,down,432.481,-0.11710607114743286,0.9426947213315575
cell8_02_22_01,50,20,61,41.0,cell,460.618,-0.07078745365970575,460.618
cell8_02_22_01,50,20,61,41.0,up,482.976,0.01792007728989661,1.0485391365513288
cell8_02_22_01,50,20,61,41.0,down,433.095,-0.11585261290923164,0.9402476672644144
cell8_02_22_01,50,20,62,42.0,cell,459.381,-0.07328287485432465,459.381
cell8_02_22_01,50,20,62,42.0,up,491.008,0.03484831815650785,1.0688469919304455
cell8_02_22_01,50,20,62,42.0,down,430.752,-0.12063576055109702,0.9376791813331419
cell8_02_22_01,50,20,63,43.0,cell,459.571,-0.07289958461424566,459.571
cell8_02_22_01,50,20,63,43.0,up,467.09,-0.015561251695037056,1.0163609105013152
cell8_02_22_01,50,20,63,43.0,down,433.662,-0.1146951034286779,0.9436235097514856
cell8_02_22_01,50,20,64,44.0,cell,459.669,-0.07270188754304716,459.669
cell8_02_22_01,50,20,64,44.0,up,477.163,0.005668600178640239,1.0380578198660342
cell8_02_22_01,50,20,64,44.0,down,433.435,-0.11515851551348512,0.9429284985500437
cell8_02_22_01,50,20,65,45.0,cell,457.862,-0.07634717945790258,457.862
cell8_02_22_01,50,20,65,45.0,up,472.682,-0.003775554119577522,1.032367831355299
cell8_02_22_01,50,20,65,45.0,down,433.118,-0.11580565926187238,0.945957515583298
cell8_02_22_01,50,20,66,46.0,cell,459.71,-0.07261917754387225,459.71
cell8_02_22_01,50,20,66,46.0,up,477.98,0.007390509141292322,1.039742446324857
cell8_02_22_01,50,20,66,46.0,down,434.093,-0.1138152329064226,0.9442757390528812
cell8_02_22_01,50,20,67,47.0,cell,458.36,-0.0753425555654853,458.36
cell8_02_22_01,50,20,67,47.0,up,468.902,-0.01174228102144395,1.0229993891264508
cell8_02_22_01,50,20,67,47.0,down,431.824,-0.11844731229156664,0.942106641068156
cell8_02_22_01,50,20,68,48.0,cell,457.349,-0.07738206310611563,457.349
cell8_02_22_01,50,20,68,48.0,up,487.302,0.027037553633143717,1.0654926544061538
cell8_02_22_01,50,20,68,48.0,down,429.692,-0.12279971125548339,0.9395275817810906
cell8_02_22_01,50,20,69,49.0,cell,462.707,-0.06657327833589106,462.707
cell8_02_22_01,50,20,69,49.0,up,477.739,0.006882577611305516,1.0324870814575962
cell8_02_22_01,50,20,69,49.0,down,437.144,-0.10758672951106149,0.9447533752461061
cell8_02_22_01,50,20,70,50.0,cell,457.488,-0.07710165603574211,457.488
cell8_02_22_01,50,20,70,50.0,up,473.392,-0.002279158325840761,1.0347637533662084
cell8_02_22_01,50,20,70,50.0,down,431.671,-0.11875965611965264,0.9435679187213654
cell8_02_22_01,50,20,71,51.0,cell,459.55,-0.07294194827235967,459.55
cell8_02_22_01,50,20,71,51.0,up,484.135,0.02036278535319371,1.0534979871613535
cell8_02_22_01,50,20,71,51.0,down,430.071,-0.12202599680551879,0.9358524643673158
cell8_02_22_01,50,20,72,52.0,cell,458.9,-0.07425320435684013,458.9
cell8_02_22_01,50,20,72,52.0,up,490.318,0.033394074356960825,1.0684637175855307
cell8_02_22_01,50,20,72,52.0,down,432.095,-0.11789407583789803,0.9415885813902812
cell8_02_22_01,50,20,73,53.0,cell,458.755,-0.07454571532953187,458.755
cell8_02_22_01,50,20,73,53.0,up,473.016,-0.003071615816608371,1.0310863096859981
cell8_02_22_01,50,20,73,53.0,down,433.881,-0.11424802304729997,0.945779337554904
cell8_02_22_01,50,20,74,54.0,cell,459.476,-0.07309122973428515,459.476
cell8_02_22_01,50,20,74,54.0,up,469.845,-0.009754814495396249,1.0225670111170115
cell8_02_22_01,50,20,74,54.0,down,433.722,-0.11457261565295791,0.9439491942995935
cell8_02_22_01,50,20,75,55.0,cell,458.884,-0.0742854814296888,458.884
cell8_02_22_01,50,20,75,55.0,up,484.498,0.02112784404773802,1.0558180280855292
cell8_02_22_01,50,20,75,55.0,down,432.711,-0.11663653467383957,0.9429637991300633
cell8_02_22_01,50,20,76,56.0,cell,455.578,-0.08095473160706149,455.578
cell8_02_22_01,50,20,76,56.0,up,469.714,-0.010030910057339297,1.0310287151706186
cell8_02_22_01,50,20,76,56.0,down,430.831,-0.12047448497973236,0.9456799933271581
cell8_02_22_01,50,20,77,57.0,cell,457.452,-0.0771742794496518,457.452
cell8_02_22_01,50,20,77,57.0,up,479.731,0.01108091623260656,1.048702377517204
cell8_02_22_01,50,20,77,57.0,down,432.347,-0.1173796271798742,0.9451199251506168
cell8_02_22_01,50,20,78,58.0,cell,459.644,-0.07275232046937329,459.644
cell8_02_22_01,50,20,78,58.0,up,475.482,0.002125725066990179,1.0344571015829642
cell8_02_22_01,50,20,78,58.0,down,432.983,-0.11608125675724232,0.9419964146165293
cell8_02_22_01,50,20,79,59.0,cell,458.569,-0.07492093630139852,458.569
cell8_02_22_01,50,20,79,59.0,up,475.873,0.0029497965534000872,1.0377347792807625
cell8_02_22_01,50,20,79,59.0,down,435.417,-0.1111123359888684,0.9495125052064137
cell8_02_22_01,50,20,80,60.0,cell,461.577,-0.0688528466058339,461.577
cell8_02_22_01,50,20,80,60.0,up,485.012,0.022211150298415108,1.0507715939052422
cell8_02_22_01,50,20,80,60.0,down,435.547,-0.11084694580814167,0.9436063755343096
cell8_02_22_01,50,20,81,61.0,cell,460.885,-0.07024883000654228,460.885
